city_id;size_)city;size_)hut;size_)large_town;size_)mid_town;size_)town;size_)village
1792;0;0;0;0;0;1
258;0;0;0;0;0;1
940;0;0;0;0;1;0
323;0;0;0;0;0;1
276;0;0;0;0;0;1
115;0;0;0;0;0;1
455;0;0;0;0;1;0
1263;0;0;0;0;0;1
929;0;0;0;0;0;1
399;0;0;0;0;1;0
1356;0;0;0;0;0;1
387;0;0;0;1;0;0
913;0;0;0;0;0;1
1731;0;0;0;0;1;0
593;0;0;0;0;0;1
386;0;0;0;0;1;0
933;0;0;0;0;0;1
480;0;0;0;0;1;0
169;0;0;0;0;1;0
196;0;0;0;0;0;1
409;0;0;0;0;1;0
1646;0;0;0;0;1;0
188;0;0;0;0;1;0
163;0;0;0;0;1;0
175;0;1;0;0;0;0
1432;0;1;0;0;0;0
492;0;0;0;0;0;1
136;0;0;0;0;0;1
1000;0;0;0;0;0;1
229;0;0;0;0;0;1
515;0;0;0;0;1;0
257;0;0;0;0;0;1
1659;0;0;0;0;1;0
1270;0;0;0;0;0;1
854;0;0;0;0;0;1
242;0;1;0;0;0;0
860;0;0;0;0;0;1
886;0;1;0;0;0;0
1239;0;0;0;0;1;0
440;0;0;0;0;1;0
1394;0;0;0;0;0;1
761;0;0;0;0;0;1
702;0;0;0;0;0;1
962;0;0;0;0;0;1
966;0;0;0;0;0;1
1061;0;0;0;0;0;1
246;0;0;0;0;0;1
486;0;0;0;0;1;0
655;0;0;0;0;0;1
470;0;0;0;0;0;1
1608;0;0;0;0;0;1
811;0;0;0;0;0;1
1292;0;0;0;0;0;1
103;0;0;0;0;0;1
471;0;0;0;0;0;1
731;0;0;0;0;0;1
434;0;0;0;0;0;1
626;0;1;0;0;0;0
368;0;0;0;0;0;1
888;0;0;0;0;1;0
481;0;0;0;0;1;0
1180;0;1;0;0;0;0
319;0;0;0;0;1;0
1222;0;0;0;0;0;1
1385;0;0;0;0;0;1
149;0;0;0;0;0;1
1603;0;0;0;0;0;1
847;0;0;0;0;1;0
354;0;0;0;0;1;0
487;0;0;0;1;0;0
952;0;0;0;0;0;1
466;0;0;0;0;0;1
1640;0;0;0;0;1;0
1027;0;0;0;0;0;1
356;0;0;0;0;0;1
617;0;0;0;0;0;1
18;0;0;0;0;1;0
615;0;0;0;0;0;1
642;0;0;0;0;0;1
577;0;0;0;0;0;1
1597;0;0;0;0;1;0
1746;0;0;0;0;1;0
171;0;1;0;0;0;0
1654;0;0;0;0;0;1
1643;0;0;0;0;1;0
352;0;0;0;0;1;0
1757;0;0;0;0;1;0
1192;0;0;0;0;0;1
558;0;0;0;0;0;1
144;0;0;0;0;0;1
1300;0;0;0;0;0;1
1607;0;0;0;0;0;1
597;0;0;0;0;0;1
1415;0;1;0;0;0;0
424;0;0;0;0;0;1
758;0;0;0;0;0;1
705;0;0;0;0;0;1
694;0;0;0;0;0;1
1605;0;0;0;0;0;1
555;0;0;0;0;0;1
955;0;0;0;0;0;1
703;0;0;0;0;0;1
114;0;0;0;0;0;1
239;0;0;0;0;0;1
599;0;0;0;0;0;1
457;0;0;0;0;1;0
954;0;0;0;0;0;1
1308;0;0;0;0;1;0
1337;0;1;0;0;0;0
503;0;0;0;0;0;1
405;0;0;0;0;1;0
232;0;1;0;0;0;0
540;0;0;0;0;1;0
592;0;1;0;0;0;0
842;0;0;0;0;0;1
1599;0;0;0;0;0;1
883;0;1;0;0;0;0
1768;0;0;0;0;1;0
906;0;0;0;0;0;1
531;0;0;0;0;1;0
672;0;0;0;0;0;1
250;0;0;0;0;0;1
905;0;0;0;0;0;1
975;0;0;0;0;0;1
453;0;0;0;0;1;0
1226;0;1;0;0;0;0
270;0;0;0;0;0;1
64;0;0;0;0;0;1
1652;0;0;0;0;0;1
1070;0;0;0;0;0;1
475;0;0;0;0;0;1
248;0;0;0;0;0;1
657;0;0;0;0;0;1
198;0;0;0;0;0;1
674;0;0;0;0;0;1
413;0;0;0;0;0;1
426;0;0;0;0;1;0
1791;0;0;0;0;1;0
780;0;1;0;0;0;0
1122;0;0;0;0;0;1
22;0;1;0;0;0;0
1132;0;0;0;0;0;1
665;0;0;0;0;0;1
247;0;0;0;0;0;1
529;0;0;0;0;1;0
477;0;0;0;0;1;0
830;0;1;0;0;0;0
853;0;1;0;0;0;0
1766;0;0;0;0;0;1
162;0;0;0;0;0;1
1546;0;1;0;0;0;0
914;0;1;0;0;0;0
1741;0;0;0;0;0;1
1316;0;0;0;0;0;1
509;0;0;0;0;0;1
432;0;0;0;0;0;1
839;0;1;0;0;0;0
828;0;1;0;0;0;0
928;0;0;0;0;0;1
334;0;0;0;0;0;1
1338;0;0;0;0;0;1
935;0;0;0;0;1;0
1657;0;0;0;0;1;0
56;0;1;0;0;0;0
833;0;0;0;0;0;1
795;0;0;0;0;0;1
865;0;0;0;0;0;1
464;0;0;0;0;0;1
364;0;0;0;0;0;1
120;0;0;0;0;0;1
360;0;0;0;0;1;0
1770;0;0;0;0;0;1
561;0;0;0;0;0;1
1777;0;0;0;0;0;1
989;0;0;0;0;0;1
697;0;0;0;0;1;0
1275;0;1;0;0;0;0
1651;0;0;0;0;0;1
1119;0;0;0;0;0;1
856;0;0;0;0;0;1
54;0;0;0;0;0;1
266;0;0;0;0;0;1
1349;0;0;0;0;0;1
59;0;0;0;0;0;1
1592;0;0;0;0;1;0
1720;0;0;0;0;0;1
620;0;0;0;0;0;1
1767;0;0;0;0;1;0
921;0;0;0;0;0;1
686;0;0;0;0;0;1
760;0;0;0;0;0;1
264;0;0;0;0;0;1
1294;0;0;0;0;0;1
85;0;0;0;0;0;1
932;0;0;0;0;0;1
325;0;0;0;0;0;1
460;0;0;0;0;0;1
896;0;0;0;0;0;1
1650;0;0;0;0;0;1
668;0;1;0;0;0;0
1584;0;1;0;0;0;0
690;0;0;0;0;1;0
370;0;0;0;0;1;0
675;0;0;0;0;0;1
1412;0;0;0;0;0;1
166;0;0;0;0;0;1
1383;0;1;0;0;0;0
1276;0;0;0;0;0;1
121;0;1;0;0;0;0
545;0;1;0;0;0;0
957;0;0;0;0;0;1
1600;0;0;0;0;0;1
375;0;0;0;0;0;1
197;0;0;0;0;0;1
306;0;0;0;0;1;0
148;0;0;0;0;0;1
285;0;0;0;0;0;1
155;0;0;0;0;0;1
1611;0;0;0;0;1;0
846;0;0;0;0;0;1
1734;0;0;0;0;0;1
1025;0;0;0;0;0;1
1323;0;0;0;0;0;1
1281;0;0;0;0;0;1
696;0;0;0;0;0;1
1258;0;0;0;0;0;1
446;0;0;0;0;0;1
1050;0;0;0;0;0;1
1255;0;0;0;0;0;1
987;0;0;0;0;0;1
1760;0;0;0;0;0;1
1444;0;1;0;0;0;0
500;0;0;0;0;0;1
231;0;0;0;0;0;1
899;0;1;0;0;0;0
691;0;0;0;0;0;1
316;0;0;0;0;0;1
937;0;0;0;0;0;1
945;0;0;0;0;0;1
411;0;0;0;0;0;1
263;0;0;0;0;0;1
261;0;0;0;0;0;1
418;0;0;0;0;0;1
679;0;0;0;0;0;1
301;0;0;0;0;0;1
570;0;1;0;0;0;0
1196;0;1;0;0;0;0
607;0;0;0;0;0;1
797;0;0;0;0;0;1
1333;0;0;0;0;0;1
1343;0;1;0;0;0;0
718;0;0;0;0;0;1
1376;0;0;0;0;0;1
165;0;0;0;0;0;1
827;0;0;0;0;0;1
568;0;0;0;0;0;1
152;0;0;0;0;0;1
1450;0;1;0;0;0;0
873;0;1;0;0;0;0
300;0;0;0;0;0;1
1658;0;0;0;0;1;0
948;0;1;0;0;0;0
98;0;1;0;0;0;0
1280;0;0;0;0;0;1
491;0;0;0;0;0;1
183;0;0;0;0;0;1
701;0;0;0;0;0;1
1298;0;0;0;0;0;1
979;0;1;0;0;0;0
357;0;0;0;0;0;1
1176;0;0;0;0;0;1
959;0;0;0;0;0;1
200;0;0;0;0;0;1
651;0;0;0;0;0;1
422;0;0;0;0;0;1
993;0;1;0;0;0;0
1718;0;1;0;0;0;0
1428;0;1;0;0;0;0
159;0;0;0;0;0;1
878;0;0;0;0;0;1
585;0;0;0;0;0;1
677;0;0;0;0;0;1
430;0;0;0;0;0;1
538;0;0;0;0;0;1
423;0;0;0;0;0;1
536;0;0;0;0;0;1
887;0;1;0;0;0;0
1775;0;0;0;0;0;1
680;0;0;0;0;0;1
961;0;0;0;0;0;1
638;0;0;0;0;0;1
1462;0;1;0;0;0;0
286;0;0;0;0;0;1
610;0;1;0;0;0;0
745;0;0;0;0;0;1
590;0;0;0;0;0;1
594;0;0;0;0;0;1
1663;0;1;0;0;0;0
1039;0;1;0;0;0;0
1471;0;0;0;0;0;1
591;0;0;0;0;0;1
1378;0;0;0;0;0;1
800;0;0;0;0;0;1
70;0;1;0;0;0;0
1232;0;0;0;0;0;1
365;0;0;0;0;0;1
1123;0;0;0;0;0;1
473;0;0;0;0;1;0
265;0;1;0;0;0;0
1380;0;0;0;0;0;1
973;0;0;0;0;0;1
119;0;0;0;0;0;1
920;0;0;0;0;0;1
907;0;0;0;0;0;1
619;0;0;0;0;0;1
105;0;1;0;0;0;0
1721;0;0;0;0;0;1
403;0;0;0;0;0;1
634;0;0;0;0;0;1
915;0;1;0;0;0;0
964;0;0;0;0;0;1
273;0;0;0;0;0;1
234;0;0;0;0;0;1
1256;0;1;0;0;0;0
458;0;0;0;0;0;1
1588;0;1;0;0;0;0
221;0;0;0;0;0;1
1218;0;0;0;0;0;1
991;0;1;0;0;0;0
268;0;0;0;0;0;1
897;0;1;0;0;0;0
160;0;1;0;0;0;0
233;0;1;0;0;0;0
307;0;1;0;0;0;0
1104;0;1;0;0;0;0
367;0;0;0;0;0;1
1715;0;0;0;0;0;1
154;0;1;0;0;0;0
805;0;0;0;0;0;1
836;0;0;0;0;0;1
1793;0;1;0;0;0;0
1277;0;0;0;0;0;1
186;0;0;0;0;0;1
65;0;0;0;0;0;1
872;0;0;0;0;0;1
1729;0;0;0;0;0;1
254;0;0;0;0;0;1
462;0;0;0;0;0;1
299;0;0;0;0;0;1
663;0;0;0;0;0;1
925;0;1;0;0;0;0
161;0;0;0;0;0;1
1403;0;0;0;0;0;1
167;0;0;0;0;0;1
752;0;0;0;0;0;1
884;0;0;0;0;0;1
219;0;1;0;0;0;0
1460;0;1;0;0;0;0
1127;0;1;0;0;0;0
965;0;0;0;0;0;1
1062;0;0;0;0;0;1
936;0;0;0;0;0;1
1401;0;0;0;0;0;1
557;0;1;0;0;0;0
1748;0;1;0;0;0;0
1038;0;0;0;0;0;1
1417;0;0;0;0;0;1
1402;0;1;0;0;0;0
1253;0;1;0;0;0;0
226;0;0;0;0;0;1
990;0;1;0;0;0;0
304;0;0;0;0;0;1
1238;0;0;0;0;0;1
1739;0;1;0;0;0;0
1058;0;1;0;0;0;0
669;0;0;0;0;0;1
1216;0;0;0;0;0;1
143;0;0;0;0;0;1
1434;0;0;0;0;0;1
176;0;0;0;0;0;1
539;0;0;0;0;0;1
934;0;0;0;0;0;1
126;0;0;0;0;0;1
1282;0;0;0;0;0;1
1034;0;0;0;0;0;1
596;0;0;0;0;0;1
1327;0;0;0;0;0;1
660;0;1;0;0;0;0
1035;0;1;0;0;0;0
737;0;1;0;0;0;0
1716;0;0;0;0;0;1
781;0;0;0;0;0;1
146;0;0;0;0;0;1
459;0;0;0;0;0;1
1601;0;0;0;0;0;1
280;0;1;0;0;0;0
870;0;0;0;0;0;1
687;0;0;0;0;0;1
1549;0;0;0;0;0;1
985;0;1;0;0;0;0
1117;0;0;0;0;0;1
1350;0;0;0;0;0;1
969;0;0;0;0;0;1
1205;0;1;0;0;0;0
892;0;1;0;0;0;0
527;0;0;0;0;0;1
366;0;1;0;0;0;0
168;0;0;0;0;0;1
1425;0;0;0;0;0;1
1040;0;0;0;0;0;1
1794;0;1;0;0;0;0
1375;0;1;0;0;0;0
1064;0;1;0;0;0;0
659;0;0;0;0;0;1
1761;0;0;0;0;0;1
1289;0;1;0;0;0;0
217;0;1;0;0;0;0
559;0;0;0;0;0;1
779;0;0;0;0;0;1
605;0;1;0;0;0;0
1309;0;1;0;0;0;0
401;0;0;0;0;0;1
950;0;0;0;0;0;1
362;0;0;0;0;0;1
982;0;1;0;0;0;0
876;0;1;0;0;0;0
363;0;0;0;0;0;1
1271;0;0;0;0;0;1
1286;0;0;0;0;0;1
131;0;1;0;0;0;0
1722;0;1;0;0;0;0
61;0;1;0;0;0;0
1354;0;0;0;0;0;1
67;0;0;0;0;0;1
817;0;1;0;0;0;0
1189;0;0;0;0;0;1
688;0;0;0;0;0;1
1321;0;0;0;0;0;1
476;0;0;0;0;0;1
1458;0;0;0;0;0;1
903;0;1;0;0;0;0
1185;0;1;0;0;0;0
1806;0;1;0;0;0;0
1655;0;0;0;0;0;1
77;0;0;0;0;0;1
757;0;1;0;0;0;0
1391;0;1;0;0;0;0
852;0;0;0;0;0;1
1606;0;0;0;0;0;1
890;0;0;0;0;0;1
1384;0;0;0;0;0;1
1364;0;1;0;0;0;0
181;0;0;0;0;0;1
678;0;0;0;0;0;1
76;0;0;0;0;0;1
877;0;1;0;0;0;0
544;0;0;0;0;0;1
1312;0;0;0;0;0;1
104;0;0;0;0;0;1
1161;0;1;0;0;0;0
23;0;1;0;0;0;0
1068;0;1;0;0;0;0
650;0;1;0;0;0;0
289;0;1;0;0;0;0
996;0;1;0;0;0;0
1168;0;1;0;0;0;0
1548;0;1;0;0;0;0
647;0;0;0;0;0;1
566;0;1;0;0;0;0
516;0;0;0;0;0;1
565;0;0;0;0;0;1
1234;0;0;0;0;0;1
1609;0;0;0;0;0;1
622;0;0;0;0;0;1
1410;0;0;0;0;0;1
1193;0;1;0;0;0;0
922;0;1;0;0;0;0
822;0;0;0;0;0;1
1796;0;1;0;0;0;0
981;0;1;0;0;0;0
269;0;0;0;0;0;1
1303;0;1;0;0;0;0
230;0;0;0;0;0;1
1152;0;1;0;0;0;0
858;0;0;0;0;0;1
124;0;1;0;0;0;0
1728;0;0;0;0;0;1
864;0;1;0;0;0;0
1370;0;0;0;0;0;1
130;0;1;0;0;0;0
756;0;0;0;0;0;1
676;0;0;0;0;0;1
1464;0;1;0;0;0;0
102;0;0;0;0;0;1
604;0;1;0;0;0;0
1166;0;1;0;0;0;0
118;0;1;0;0;0;0
243;0;0;0;0;0;1
1285;0;0;0;0;0;1
416;0;0;0;0;0;1
823;0;1;0;0;0;0
1170;0;1;0;0;0;0
147;0;0;0;0;0;1
586;0;0;0;0;0;1
1352;0;0;0;0;0;1
74;0;1;0;0;0;0
1367;0;1;0;0;0;0
1199;0;1;0;0;0;0
633;0;0;0;0;0;1
134;0;1;0;0;0;0
1422;0;1;0;0;0;0
106;0;1;0;0;0;0
427;0;0;0;0;0;1
1372;0;1;0;0;0;0
1373;0;1;0;0;0;0
1144;0;1;0;0;0;0
875;0;1;0;0;0;0
1661;0;1;0;0;0;0
1578;0;1;0;0;0;0
178;0;0;0;0;0;1
1037;0;0;0;0;0;1
206;0;0;0;0;0;1
313;0;1;0;0;0;0
1550;0;1;0;0;0;0
179;0;0;0;0;0;1
1361;0;0;0;0;0;1
228;0;1;0;0;0;0
525;0;1;0;0;0;0
267;0;1;0;0;0;0
776;0;0;0;0;0;1
1515;0;1;0;0;0;0
51;0;1;0;0;0;0
835;0;0;0;0;0;1
939;0;1;0;0;0;0
1063;0;1;0;0;0;0
1107;0;1;0;0;0;0
861;0;1;0;0;0;0
546;0;1;0;0;0;0
75;0;1;0;0;0;0
1304;0;1;0;0;0;0
128;0;0;0;0;0;1
145;0;0;0;0;0;1
358;0;0;0;0;0;1
1341;0;1;0;0;0;0
1109;0;1;0;0;0;0
429;0;0;0;0;0;1
871;0;1;0;0;0;0
310;0;0;0;0;0;1
893;0;0;0;0;0;1
1113;0;1;0;0;0;0
1125;0;1;0;0;0;0
547;0;1;0;0;0;0
753;0;0;0;0;0;1
759;0;1;0;0;0;0
1224;0;1;0;0;0;0
60;0;1;0;0;0;0
1313;0;1;0;0;0;0
236;0;1;0;0;0;0
603;0;1;0;0;0;0
1800;0;1;0;0;0;0
923;0;1;0;0;0;0
91;0;1;0;0;0;0
225;0;1;0;0;0;0
1183;0;1;0;0;0;0
670;0;0;0;0;0;1
629;0;0;0;0;0;1
278;0;1;0;0;0;0
573;0;1;0;0;0;0
1543;0;1;0;0;0;0
895;0;1;0;0;0;0
576;0;1;0;0;0;0
272;0;1;0;0;0;0
295;0;1;0;0;0;0
1206;0;1;0;0;0;0
730;0;1;0;0;0;0
535;0;0;0;0;0;1
109;0;0;0;0;0;1
62;0;1;0;0;0;0
274;0;0;0;0;0;1
1484;0;1;0;0;0;0
1167;0;1;0;0;0;0
732;0;1;0;0;0;0
235;0;1;0;0;0;0
788;0;1;0;0;0;0
951;0;1;0;0;0;0
34;0;1;0;0;0;0
1008;0;1;0;0;0;0
1329;0;1;0;0;0;0
774;0;1;0;0;0;0
720;0;1;0;0;0;0
746;0;1;0;0;0;0
563;0;1;0;0;0;0
1726;0;1;0;0;0;0
1414;0;1;0;0;0;0
142;0;0;0;0;0;1
1399;0;0;0;0;0;1
1213;0;1;0;0;0;0
673;0;1;0;0;0;0
713;0;1;0;0;0;0
851;0;1;0;0;0;0
749;0;1;0;0;0;0
783;0;1;0;0;0;0
889;0;0;0;0;0;1
1214;0;1;0;0;0;0
834;0;0;0;0;0;1
813;0;0;0;0;0;1
1041;0;0;0;0;0;1
700;0;1;0;0;0;0
863;0;1;0;0;0;0
551;0;1;0;0;0;0
980;0;1;0;0;0;0
1036;0;0;0;0;0;1
844;0;1;0;0;0;0
1262;0;1;0;0;0;0
290;0;1;0;0;0;0
1208;0;1;0;0;0;0
1512;0;1;0;0;0;0
768;0;1;0;0;0;0
812;0;0;0;0;0;1
1274;0;0;0;0;0;1
794;0;1;0;0;0;0
